spkid,full_name,pdes,name,prefix,neo,pha,sats,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms
20016960, 16960 (1998 QS52),16960,,,Y,Y,0,14.42,,,,,,,,,,2.8985,,,,,Sq,,,,JPL 361,2460200.5,60200,2023-09-13.0,J2000,0.8589,2.2,0.31,17.52,260.16,243.25,187.86,4.09,0.302,2460770.58,2025-04-05.0,1.19E+03,3.26,0.018,6.99,1.6,3,9.10E-09,3.90E-09,2.00E-08,9.90E-07,9.50E-06,8.70E-06,3.80E-06,7.30E-09,8.10E-10,1.40E-05,3.20E-06,APO,Otto Matic,14650,14-06-1983,24-07-2023,2031,,,0,0.42726
20020236, 20236 (1998 BZ7),20236,,,Y,Y,0,17.71,,,,,,,,,,10.182,,,,,,,,,43,2460200.5,60200,2023-09-13.0,J2000,0.5608,2.034,0.893,6.51,111.24,104.55,266.79,3.17,0.3398,2460474.82,2024-06-13.3,1.06E+03,2.9,0.05,19.4,1.83,3.59,6.10E-08,1.60E-08,1.20E-07,6.90E-06,5.40E-05,5.90E-05,4.50E-05,2.50E-08,4.00E-09,1.40E-04,1.30E-05,APO,Otto Matic,9019,24-01-1998,04-10-2022,343,,,0,0.51661
20020425, 20425 (1998 VD35),20425,,,Y,Y,0,20.51,,,,,,,,,,,,,,,Sq,,,,31,2460200.5,60200,2023-09-13.0,J2000,0.4767,1.565,0.819,6.99,227.26,296.32,191.28,2.31,0.5037,2460535.5,2024-08-12.9,715,1.96,0.00408,1.59,2.7,4.28,1.30E-07,5.60E-08,1.90E-07,3.80E-05,1.40E-04,1.40E-04,2.20E-04,8.30E-08,2.70E-08,4.50E-04,3.80E-05,APO,Otto Matic,2448,15-11-1998,29-07-2005,51,,,1,0.62984
20022753, 22753 (1998 WT),22753,,,Y,Y,0,17.69,,,,,,,,,,10.24,,,,,,,,,260,2460200.5,60200,2023-09-13.0,J2000,0.5699,1.219,0.524,3.2,307.39,324.77,232.39,1.91,0.7324,2460374.73,2024-03-05.2,492,1.35,0.0336,13.1,3.21,5.06,9.90E-09,5.00E-09,1.10E-08,2.90E-06,4.00E-05,4.00E-05,1.50E-05,7.90E-09,4.50E-09,2.10E-05,3.00E-06,APO,Otto Matic,24257,24-10-1955,23-03-2022,1119,6,2,0,0.48575
20023187, 23187 (2000 PN9),23187,,,Y,Y,0,16.06,,,,,,,,,,2.5325,,,,,,,,,388,2460200.5,60200,2023-09-13.0,J2000,0.5892,1.847,0.759,51.33,164.31,293.52,10.46,2.94,0.3926,2460173.87,2023-08-17.3,917,2.51,0.015,5.83,3.08,3.42,1.30E-08,1.00E-09,2.40E-08,6.60E-06,6.20E-07,3.00E-06,2.00E-06,1.60E-09,3.20E-10,5.10E-06,7.60E-07,APO,Otto Matic,11709,02-08-1990,23-08-2022,2093,6,2,0,0.36464
20025143, 25143 Itokawa (1998 SF36),25143,Itokawa,,Y,Y,0,19.26,,,,,,,0.33,0.535x0.294x0.209,,12.132,2.10E-09,,,,S(IV),,,,215,2460200.5,60200,2023-09-13.0,J2000,0.2803,1.324,0.953,1.62,69.08,162.83,243.81,1.7,0.6469,2460380.11,2024-03-10.6,557,1.52,0.0131,5.1,3.29,4.9,2.10E-09,4.40E-09,2.00E-09,2.80E-07,6.50E-06,6.50E-06,8.40E-06,5.70E-09,3.30E-09,1.40E-05,2.80E-06,APO,Otto Matic,8588,19-09-1998,25-03-2022,951,19,18,0,0.44999
20026663, 26663 (2000 XK47),26663,,,Y,Y,0,18.19,,,,,,,,,,2.572,,,,,,,,,87,2460200.5,60200,2023-09-13.0,J2000,0.4717,1.546,0.817,13.53,303.61,231.22,263.72,2.28,0.5126,2460388.33,2024-03-18.8,702,1.92,0.0355,13.8,2.78,4.3,5.00E-08,2.60E-09,7.70E-08,3.90E-06,9.50E-06,1.10E-05,1.10E-05,3.90E-09,1.30E-09,2.20E-05,1.80E-06,APO,Otto Matic,17537,12-07-1974,17-07-2022,396,2,2,0,0.47214
20027002, 27002 (1998 DV9),27002,,,Y,Y,0,18.31,,,,,,,,,,,,,,,,,,,107,2460200.5,60200,2023-09-13.0,J2000,0.4331,1.744,0.989,8.7,130.34,0.82,32.44,2.5,0.4279,2460124.7,2023-06-29.1,841,2.3,0.00209,0.812,2.57,4.01,3.00E-08,4.00E-09,5.30E-08,3.70E-06,2.70E-05,2.70E-05,1.40E-05,5.70E-09,1.50E-09,3.10E-05,2.90E-06,APO,Otto Matic,8980,23-02-1998,25-09-2022,512,,,0,0.5802
20029075, 29075 (1950 DA),29075,,,Y,Y,0,17.28,,,,,,,2,,0.07,2.1216,,,,,,,,0.2,246,2460200.5,60200,2023-09-13.0,J2000,0.5082,1.698,0.835,12.17,356.65,224.67,45.28,2.56,0.4454,2460098.83,2023-06-03.3,808,2.21,0.0414,16.1,2.48,4.03,1.90E-08,1.10E-09,3.20E-08,4.80E-07,4.90E-06,7.10E-06,2.30E-06,1.70E-09,4.30E-10,5.00E-06,7.90E-07,APO,Otto Matic,26802,23-02-1950,12-07-2023,1030,8,4,0,0.48672
20031669, 31669 (1999 JT6),31669,,,Y,Y,0,16.15,,,,,,,,,,5.807,,,,,,,,,122,2460200.5,60200,2023-09-13.0,J2000,0.5776,2.137,0.903,9.54,78.77,39.08,331.22,3.37,0.3154,2460291.74,2023-12-13.2,1.14E+03,3.12,0.00122,0.476,1.81,3.47,4.00E-08,6.80E-09,8.60E-08,4.80E-06,3.50E-05,3.50E-05,1.30E-05,1.10E-08,1.50E-09,4.10E-05,5.40E-06,APO,Otto Matic,9873,12-06-1996,24-06-2023,760,,,0,0.56406
20033342, 33342 (1998 WT24),33342,,,Y,Y,0,18.02,,,,,,,0.432,,0.654,3.697,,,,,,,,0.03,201,2460200.5,60200,2023-09-13.0,J2000,0.4176,0.7188,0.419,7.37,81.66,167.52,100.47,1.02,1.617,2460138.38,2023-07-12.8,223,0.609,0.01,3.9,4,7.91,9.80E-09,2.80E-09,8.00E-09,1.90E-06,2.10E-06,2.80E-06,2.40E-05,4.00E-09,9.50E-09,1.40E-05,1.30E-06,ATE,Otto Matic,8489,24-11-1998,20-02-2022,1842,16,1,0,0.34446
20035107, 35107 (1991 VH),35107,,,Y,Y,1,16.91,,,,,,,0.929,,0.408,2.6236,,,,,Sk,,,0.04,516,2460200.5,60200,2023-09-13.0,J2000,0.1442,1.137,0.973,13.91,139.34,206.95,135.52,1.3,0.8126,2460033.73,2023-03-30.2,443,1.21,0.0262,10.2,3.97,5.47,2.00E-08,3.40E-09,2.10E-08,7.60E-07,5.10E-06,8.50E-06,1.20E-05,3.90E-09,3.60E-09,1.50E-05,2.00E-06,APO,Shantanu Naidu,10717,09-11-1991,13-03-2021,3917,3,0,0,0.3151
20035396, 35396 (1997 XF11),35396,,,Y,Y,0,17.02,,,,,,,0.704,,0.772,3.259,,,,,Xk,,,0.1,369,2460200.5,60200,2023-09-13.0,J2000,0.4837,1.442,0.745,4.1,213.65,103.06,44.44,2.14,0.569,2460122.41,2023-06-26.9,633,1.73,0.000305,0.119,3.19,4.53,1.20E-08,1.30E-09,1.80E-08,3.10E-06,2.00E-05,2.00E-05,5.20E-06,1.90E-09,7.40E-10,9.00E-06,8.30E-07,APO,Otto Matic,12121,22-03-1990,29-05-2023,2243,5,1,0,0.40866
20037638, 37638 (1993 VB),37638,,,Y,Y,0,19.29,,,,,,,,,,3.5301,,,,,,,,,100,2460200.5,60200,2023-09-13.0,J2000,0.5197,1.913,0.919,5.08,145.57,323.19,87.6,2.91,0.3724,2459965.27,2023-01-20.7,967,2.65,0.0011,0.427,2.26,3.75,8.20E-09,2.10E-09,1.60E-08,3.70E-06,1.30E-05,1.40E-05,7.60E-07,3.10E-09,6.00E-10,2.00E-06,1.60E-06,APO,Otto Matic,10788,06-11-1993,21-05-2023,928,5,1,0,0.32868
20037655, 37655 Illapa (1994 PM),37655,Illapa,,Y,Y,0,17.85,,,,,,,,,,2.6556,,,,,,,,,125,2460200.5,60200,2023-09-13.0,J2000,0.7524,1.478,0.366,18.03,139.54,303.87,35.58,2.59,0.5486,2460135.65,2023-07-10.1,656,1.8,0.0247,9.63,2.83,4.19,2.10E-08,4.40E-09,3.10E-08,4.80E-06,5.60E-06,6.30E-06,6.60E-06,7.70E-09,2.40E-09,1.20E-05,2.90E-06,APO,Otto Matic,10167,01-08-1994,02-06-2022,649,1,1,0,0.37472
20038071, 38071 (1999 GU3),38071,,,Y,Y,0,19.57,,,,,,,,,,216,,,,,,,,,56,2460200.5,60200,2023-09-13.0,J2000,0.5077,2.089,1.029,12.74,195.49,8.81,31.52,3.15,0.3263,2460103.91,2023-06-08.4,1.10E+03,3.02,0.0297,11.6,1.8,3.56,6.90E-09,1.10E-09,1.50E-08,1.10E-06,2.50E-06,9.40E-06,3.20E-06,1.70E-09,2.60E-10,9.60E-06,8.80E-07,AMO,Otto Matic,8691,10-04-1999,25-01-2023,474,6,5,0,0.52921
20039572, 39572 (1993 DQ1),39572,,,Y,Y,0,16.56,,,,,,,1.554,,0.184,,,,,,,,,0.66,168,2460200.5,60200,2023-09-13.0,J2000,0.4922,2.037,1.035,10.02,313.53,344.87,70.09,3.04,0.339,2459993.74,2023-02-18.2,1.06E+03,2.91,0.0288,11.2,2.21,3.63,3.70E-08,1.20E-08,7.30E-08,4.80E-06,2.30E-05,2.30E-05,1.90E-05,1.80E-08,3.10E-09,5.30E-05,9.70E-06,AMO,Otto Matic,10595,26-02-1993,01-03-2022,795,,,0,0.55282
20041429, 41429 (2000 GE2),41429,,,Y,Y,0,20.66,,,,,,,0.204,,0.267,,,,,,,,,0.03,84,2460200.5,60200,2023-09-13.0,J2000,0.5553,1.593,0.708,2.17,351.91,297.22,206.75,2.48,0.4904,2460513,2024-07-21.5,734,2.01,0.011,4.27,2.72,4.19,4.60E-08,7.70E-09,7.10E-08,5.20E-06,6.60E-05,7.00E-05,2.70E-05,1.20E-08,3.60E-09,5.60E-05,5.30E-06,APO,Otto Matic,9012,25-03-1998,26-11-2022,384,,,0,0.64301
20052760, 52760 (1998 ML14),52760,,,Y,Y,0,17.51,,,,,,,1,,,14.28,,,,,,,,0.05,145,2460200.5,60200,2023-09-13.0,J2000,0.6235,2.409,0.907,2.43,338.7,20.33,241.69,3.91,0.2636,2460649.4,2024-12-04.8,1.37E+03,3.74,0.0167,6.51,1.55,3.22,3.70E-09,7.60E-10,8.50E-09,3.70E-06,3.50E-05,3.50E-05,9.50E-07,1.20E-09,1.20E-10,3.80E-06,6.40E-07,APO,Otto Matic,8657,24-06-1998,07-03-2022,643,11,7,0,0.41928
20052768, 52768 (1998 OR2),52768,,,Y,Y,0,16.04,,,,,,,1.75,,,4.112,,,,,,,,0.3,346,2460200.5,60200,2023-09-13.0,J2000,0.5755,2.38,1.01,5.88,26.94,174.6,333.83,3.75,0.2684,2460298,2023-12-19.4,1.34E+03,3.67,0.00675,2.63,1.2,3.29,2.60E-09,3.30E-09,6.20E-09,1.70E-06,4.40E-06,5.60E-06,8.90E-07,5.10E-09,5.50E-10,3.50E-06,2.80E-06,APO,Giorgini,12963,30-06-1987,26-12-2022,5941,8,0,0,0.19716
20053319, 53319 (1999 JM8),53319,,,Y,Y,0,15.36,,,,,,,7,,,143.7,,,,,X:,,,1.4,246,2460200.5,60200,2023-09-13.0,J2000,0.6415,2.723,0.976,13.84,133.62,166.82,140.97,4.47,0.2193,2459557.7,2021-12-09.1,1.64E+03,4.49,0.0255,9.91,0.852,2.99,8.50E-09,5.20E-09,2.40E-08,2.80E-06,6.90E-06,8.50E-06,3.50E-06,8.50E-09,6.30E-10,1.40E-05,4.70E-06,APO,Otto Matic,11958,27-04-1990,22-01-2023,1385,8,10,0,0.43708
20053426, 53426 (1999 SL5),53426,,,Y,Y,0,17.23,,,,,,,,,,5.03,,,,,,,,,JPL 177,2460200.5,60200,2023-09-13.0,J2000,0.5383,1.923,0.888,22.77,239.07,43.35,20.2,2.96,0.3695,2460145.83,2023-07-20.3,974,2.67,0.0252,9.81,2.36,3.65,1.20E-08,2.50E-09,2.30E-08,2.20E-06,5.60E-06,8.60E-06,2.80E-06,3.90E-09,7.30E-10,7.60E-06,1.90E-06,APO,Otto Matic,8705,28-09-1999,29-07-2023,891,,,0,0.3926
20053429, 53429 (1999 TF5),53429,,,Y,Y,0,18.94,,,,,,,,,,,,,,,,,,,35,2460200.5,60200,2023-09-13.0,J2000,0.6403,2.023,0.727,26.79,199.2,64.05,144.43,3.32,0.3427,2459779.02,2022-07-18.5,1.05E+03,2.88,0.0493,19.2,2.32,3.43,7.50E-08,4.20E-09,1.50E-07,3.10E-05,2.20E-05,2.70E-05,3.20E-06,6.90E-09,1.10E-09,9.30E-06,3.30E-06,APO,Otto Matic,8427,03-10-1999,29-10-2022,148,,,0,0.44965
20053550, 53550 (2000 BF19),53550,,,Y,Y,0,19.16,,,,,,,,,,,,,,,,,,,86,2460200.5,60200,2023-09-13.0,J2000,0.4197,1.495,0.868,7.18,313.2,324.91,211.63,2.12,0.539,2460475.76,2024-06-14.2,668,1.83,0.0461,18,3.03,4.45,5.20E-08,3.10E-09,7.90E-08,8.30E-06,3.70E-05,3.80E-05,1.60E-05,4.30E-09,1.70E-09,3.00E-05,2.00E-06,APO,Otto Matic,11373,04-10-1991,23-11-2022,271,,,0,0.6542
20053789, 53789 (2000 ED104),53789,,,Y,Y,0,17.41,,,,,,,0.843,,0.222,43,,,,,,,,0.22,190,2460200.5,60200,2023-09-13.0,J2000,0.2693,1.371,1.002,40.79,190.02,218.33,351.22,1.74,0.6142,2460214.8,2023-09-27.3,586,1.6,0.0479,18.6,3.8,4.54,1.10E-08,2.00E-09,1.50E-08,1.30E-06,9.90E-07,2.70E-06,5.60E-06,2.50E-09,1.30E-09,9.10E-06,1.30E-06,APO,Otto Matic,24913,16-04-1955,01-07-2023,949,,,0,0.48876
20065679, 65679 (1989 UQ),65679,,,Y,Y,0,19.62,,,,,,,0.918,,0.033,7.746,,,,,B,,,0.01,130,2460200.5,60200,2023-09-13.0,J2000,0.2646,0.9149,0.673,1.3,178.09,15.03,105.34,1.16,1.126,2460106.97,2023-06-11.4,320,0.875,0.014,5.46,3.79,6.5,2.50E-07,2.40E-09,2.30E-07,5.60E-06,1.10E-04,1.10E-04,4.10E-05,3.10E-09,4.50E-09,3.60E-05,1.30E-06,ATE,Otto Matic,23014,20-11-1954,23-11-2017,743,,,0,0.46777
20065690, 65690 (1991 DG),65690,,,Y,Y,0,19.06,,,,,,,,,,7.1125,,,,,,,,,178,2460200.5,60200,2023-09-13.0,J2000,0.3633,1.428,0.909,11.14,180.12,63.31,341.27,1.95,0.5778,2460232.92,2023-10-15.4,623,1.71,0.0379,14.8,3.1,4.6,1.20E-08,1.20E-09,1.70E-08,3.10E-06,6.70E-06,8.10E-06,3.40E-06,1.60E-09,7.10E-10,5.90E-06,7.70E-07,APO,Otto Matic,11626,20-02-1991,20-12-2022,1172,,,0,0.46649
20065717, 65717 (1993 BX3),65717,,,Y,Y,0,20.87,,,,,,,,,,20.33,,,,,,,,,166,2460200.5,60200,2023-09-13.0,J2000,0.281,1.395,1.003,2.81,174.76,290.96,225.43,1.79,0.598,2460425.55,2024-04-25.0,602,1.65,0.0469,18.3,3.35,4.72,7.50E-09,6.90E-09,9.00E-09,1.20E-06,1.80E-05,1.80E-05,4.10E-06,8.90E-09,4.40E-09,8.30E-06,4.50E-06,APO,Otto Matic,10452,03-10-1992,16-05-2021,5561,2,1,0,0.14619
20065803, 65803 Didymos (1996 GT),65803,Didymos,,Y,Y,1,18.11,,,,,,,0.78,0.797 x 0.783 x 0.761,,2.2593,,,,,Xk,,,0.03,204,2460200.5,60200,2023-09-13.0,J2000,0.3833,1.643,1.013,3.41,72.99,319.58,152.7,2.27,0.4681,2459874.31,2022-10-21.8,769,2.11,0.0395,15.4,3.17,4.2,1.30E-10,2.70E-10,2.80E-10,1.60E-08,2.20E-07,2.50E-07,4.40E-08,3.80E-10,1.20E-10,9.60E-08,1.90E-07,APO,Steve Chesley,9781,11-04-1996,21-01-2023,3121,9,0,0,0.2703
20065909, 65909 (1998 FH12),65909,,,Y,Y,0,19.3,,,,,,,,,,3,,,,,,,,,135,2460200.5,60200,2023-09-13.0,J2000,0.5398,1.091,0.502,3.56,108.6,284.5,211.01,1.68,0.8648,2460372.79,2024-03-03.2,416,1.14,0.0129,5.02,3.77,5.54,3.10E-08,9.30E-10,3.40E-08,2.30E-06,3.30E-05,3.30E-05,1.00E-05,1.40E-09,1.10E-09,1.20E-05,5.30E-07,APO,Otto Matic,9149,25-03-1998,12-04-2023,523,8,2,0,0.48171
20066391, 66391 Moshup (1999 KW4),66391,Moshup,,Y,Y,1,16.64,,,,,,,1.317,1.532 x 1.495 x 1.347,,2.7645,,,,,S:,,,0.04,358,2460200.5,60200,2023-09-13.0,J2000,0.6884,0.6424,0.2,38.88,244.9,192.65,251.17,1.08,1.914,2460257.35,2023-11-08.8,188,0.515,0.0125,4.85,4.23,8.5,6.00E-09,7.20E-10,3.90E-09,8.30E-07,4.70E-07,1.70E-06,8.80E-06,1.20E-09,3.20E-09,4.70E-06,3.20E-07,ATE,Otto Matic,8845,29-05-1998,16-08-2022,3762,37,0,0,0.29021
20067367, 67367 (2000 LY27),67367,,,Y,Y,0,17.13,,,,,,,,,,,,,,,,,,,132,2460200.5,60200,2023-09-13.0,J2000,0.2127,1.309,1.03,9.02,264.51,184.81,345.58,1.59,0.6585,2460222.41,2023-10-04.9,547,1.5,0.0457,17.8,3.6,4.94,2.80E-07,3.50E-09,3.70E-07,1.40E-05,2.40E-05,3.90E-05,4.50E-05,4.20E-09,2.60E-09,6.90E-05,2.20E-06,AMO,Otto Matic,16510,27-05-1976,09-08-2021,489,,,0,0.49909
20067381, 67381 (2000 OL8),67381,,,Y,Y,0,19.81,,,,,,,,,,,,,,,,,,,54,2460200.5,60200,2023-09-13.0,J2000,0.5431,1.321,0.603,10.67,294.89,266.89,138.28,2.04,0.6495,2459987.59,2023-02-12.0,554,1.52,0.018,6.99,2.99,4.77,1.90E-07,1.50E-08,2.60E-07,2.00E-05,3.20E-05,3.50E-05,4.10E-05,2.30E-08,1.10E-08,5.90E-05,9.30E-06,APO,Otto Matic,8155,30-07-2000,27-11-2022,220,,,0,0.52659
20068216, 68216 (2001 CV26),68216,,,Y,Y,0,16.63,,,,,,,0.994,,0.449,2.429,,,,,,,,0.04,463,2460200.5,60200,2023-09-13.0,J2000,0.3266,1.32,0.889,17.99,18.14,48.72,41.83,1.75,0.65,2460136.15,2023-07-10.6,554,1.52,0.0243,9.45,3.67,4.85,1.30E-08,6.00E-10,1.70E-08,1.50E-06,1.20E-06,2.60E-06,3.00E-06,8.00E-10,4.50E-10,4.50E-06,3.80E-07,APO,Otto Matic,7784,01-02-2001,26-05-2022,2505,5,0,0,0.37491
20068346, 68346 (2001 KZ66),68346,,,Y,Y,0,16.93,,,,,,,0.736,,0.291,4.987,,,,,,,,0.21,236,2460200.5,60200,2023-09-13.0,J2000,0.4166,1.507,0.879,16.7,219.37,140.29,280.76,2.14,0.5325,2460349.3,2024-02-08.7,676,1.85,0.039,15.2,3.39,4.39,2.40E-08,1.80E-09,3.70E-08,3.70E-06,1.10E-05,1.20E-05,7.10E-06,2.60E-09,9.70E-10,1.40E-05,1.20E-06,APO,Otto Matic,15870,28-12-1979,10-06-2023,1088,1,1,0,0.47507
20068347, 68347 (2001 KB67),68347,,,Y,Y,0,19.92,,,,,,,,,,6.354,,,,,,,,,81,2460200.5,60200,2023-09-13.0,J2000,0.3801,0.9621,0.596,17.12,245.86,243.78,294.35,1.33,1.044,2460263.36,2023-11-14.8,345,0.944,0.0148,5.77,3.81,6.17,3.10E-08,7.60E-10,3.00E-08,4.00E-06,2.90E-06,4.20E-06,4.60E-06,1.00E-09,1.20E-09,4.40E-06,4.10E-07,ATE,Otto Matic,7444,30-05-2001,16-10-2021,614,6,2,0,0.38354
20068372, 68372 (2001 PM9),68372,,,Y,Y,0,18.97,,,,,,,,,,,,,,,,,,,106,2460200.5,60200,2023-09-13.0,J2000,0.4162,1.618,0.945,8.11,252.96,322.33,326.4,2.29,0.4789,2460270.67,2023-11-22.1,752,2.06,0.00533,2.07,2.7,4.22,4.00E-08,6.50E-09,6.50E-08,5.40E-06,3.20E-05,3.30E-05,2.30E-05,9.30E-09,2.90E-09,4.90E-05,4.60E-06,APO,Otto Matic,7789,28-06-2001,25-10-2022,364,,,0,0.65137
20068548, 68548 (2001 XR31),68548,,,Y,Y,0,16.68,,,,,,,1.182,,0.289,,,,,,,,,0.04,JPL 172,2460200.5,60200,2023-09-13.0,J2000,0.4367,1.707,0.962,22.71,302.03,24.73,9.72,2.45,0.4418,2460178.49,2023-08-21.9,815,2.23,0.0253,9.85,2.93,4,2.40E-08,4.10E-09,4.30E-08,2.20E-06,3.70E-06,6.60E-06,6.50E-06,5.90E-09,1.60E-09,1.50E-05,2.90E-06,APO,Otto Matic,10701,06-04-1994,24-07-2023,796,,,0,0.43247
20068950, 68950 (2002 QF15),68950,,,Y,Y,0,16.39,,,,,,,1.65,,0.178,45.24,,,,,,,,0.56,519,2460200.5,60200,2023-09-13.0,J2000,0.3442,1.057,0.693,25.15,236.21,255.58,51.78,1.42,0.9069,2460143.4,2023-07-17.9,397,1.09,0.00529,2.06,3.82,5.69,1.60E-09,7.60E-10,1.40E-09,6.50E-07,1.00E-06,2.00E-06,8.50E-07,1.00E-09,9.70E-10,9.00E-07,4.30E-07,APO,Otto Matic,24191,23-07-1955,15-10-2021,2928,12,1,0,0.35112
20069230, 69230 Hermes (1937 UB),69230,Hermes,,Y,Y,1,17.68,,,,,,,,,,13.894,,,,,,,,,181,2460200.5,60200,2023-09-13.0,J2000,0.6237,1.655,0.623,6.07,34.06,92.9,94.2,2.69,0.4629,2459997,2023-02-21.5,778,2.13,0.00474,1.84,2.43,4.02,1.10E-08,1.90E-09,1.70E-08,3.70E-06,9.90E-06,9.70E-06,3.50E-06,3.20E-09,8.20E-10,7.30E-06,1.40E-06,APO,Otto Matic,31285,25-10-1937,21-06-2023,2616,3,3,0,0.26091
20085182, 85182 (1991 AQ),85182,,,Y,Y,0,17.14,,,,,,,1.1,,0.242,,,,,,,,,,95,2460200.5,60200,2023-09-13.0,J2000,0.7777,2.221,0.494,3.12,339.42,243.2,300.11,3.95,0.2979,2460401.57,2024-04-01.0,1.21E+03,3.31,0.016,6.24,1.07,3.16,1.60E-08,2.20E-09,3.40E-08,5.70E-06,7.90E-05,7.90E-05,1.20E-05,4.00E-09,4.50E-10,3.90E-05,1.80E-06,APO,Otto Matic,11203,14-01-1991,16-09-2021,391,5,3,0,0.61574
20085236, 85236 (1993 KH),85236,,,Y,Y,0,18.75,,,,,,,,,,5.057,,,,,,,,,166,2460200.5,60200,2023-09-13.0,J2000,0.3111,1.234,0.85,12.81,54.36,293.84,324.92,1.62,0.7192,2460249.27,2023-10-31.7,501,1.37,0.000335,0.13,3.84,5.12,2.10E-08,1.10E-09,2.60E-08,3.70E-06,7.20E-06,7.50E-06,3.60E-06,1.50E-09,9.80E-10,5.10E-06,6.80E-07,APO,Otto Matic,10947,24-05-1993,14-05-2023,1058,1,0,0,0.41536
20085585, 85585 Mjolnir (1998 FG2),85585,Mjolnir,,Y,Y,0,21.64,,,,,,,,,,11.6,,,,,,,,,32,2460200.5,60200,2023-09-13.0,J2000,0.3562,1.298,0.835,4.08,2.31,95.42,130.79,1.76,0.6668,2460004.36,2023-02-28.8,540,1.48,0.0211,8.2,3.42,4.94,1.40E-07,1.80E-08,2.00E-07,1.50E-05,5.50E-05,6.20E-05,1.10E-04,2.40E-08,1.40E-08,1.60E-04,1.10E-05,APO,Otto Matic,2039,21-03-1998,20-10-2003,196,,,0,0.57282
20085640, 85640 (1998 OX4),85640,,,Y,Y,0,21.14,,,,,,,,,,,,,,,,,,,64,2460200.5,60200,2023-09-13.0,J2000,0.4858,1.58,0.813,4.51,299.58,117.28,176.84,2.35,0.4961,2459844.03,2022-09-21.5,726,1.99,0.000519,0.202,3.04,4.25,3.50E-08,2.00E-09,5.40E-08,6.90E-06,7.90E-05,7.90E-05,8.20E-06,3.00E-09,9.60E-10,1.60E-05,1.40E-06,APO,Otto Matic,7584,26-07-1998,01-05-2019,274,,,0,0.56911
20085713, 85713 (1998 SS49),85713,,,Y,Y,0,15.78,,,,,,,3.484,,0.076,5.37,,,,,,,,0.79,276,2460200.5,60200,2023-09-13.0,J2000,0.6386,1.924,0.695,10.78,40.96,103.14,91.75,3.15,0.3694,2459952.15,2023-01-07.6,974,2.67,0.00468,1.82,1.99,3.62,2.20E-08,8.70E-10,4.20E-08,3.70E-06,1.20E-05,1.20E-05,2.00E-06,1.40E-09,2.50E-10,5.30E-06,6.60E-07,APO,Otto Matic,9040,29-09-1998,30-06-2023,1443,3,0,0,0.33046
20085774, 85774 (1998 UT18),85774,,,Y,Y,0,19.17,,,,,,,0.939,,0.042,55,,,,,C,,,0.01,172,2460200.5,60200,2023-09-13.0,J2000,0.3289,1.403,0.942,13.59,64.62,50.14,301.4,1.86,0.593,2460299.31,2023-12-20.8,607,1.66,0.0354,13.8,3.3,4.66,9.70E-09,5.60E-10,1.40E-08,5.90E-06,5.20E-06,6.80E-06,1.90E-06,7.40E-10,3.50E-10,3.20E-06,3.60E-07,APO,Otto Matic,11787,30-04-1989,07-08-2021,777,4,4,0,0.44502
20085938, 85938 (1999 DJ4),85938,,,Y,Y,1,18.72,,,,,,,,,,2.5141,,,,,Sq,,,,123,2460200.5,60200,2023-09-13.0,J2000,0.4844,1.853,0.955,9.14,19.88,197.76,245.62,2.75,0.3908,2460493.22,2024-07-01.7,921,2.52,0.025,9.74,2.23,3.84,2.60E-08,3.70E-09,4.90E-08,5.20E-06,2.40E-05,2.40E-05,9.60E-06,5.40E-09,1.20E-09,2.50E-05,2.70E-06,APO,Otto Matic,8621,24-02-1999,02-10-2022,637,1,0,0,0.4969
20085989, 85989 (1999 JD6),85989,,,Y,Y,0,17.12,,,,,,,1.462,,0.056,7.6638,,,,,K,,,0.02,JPL 430,2460200.5,60200,2023-09-13.0,J2000,0.6328,0.8831,0.324,17.06,130.16,309.24,223.35,1.44,1.188,2460315.56,2024-01-06.0,303,0.83,0.0479,18.7,3.87,6.5,2.10E-08,8.80E-10,1.80E-08,2.00E-06,1.20E-06,8.50E-07,5.30E-06,1.40E-09,1.80E-09,4.60E-06,4.50E-07,ATE,Otto Matic,12069,22-06-1990,08-07-2023,3258,11,4,0,0.29526
20085990, 85990 (1999 JV6),85990,,,Y,Y,0,20.27,,,,,,,0.451,,0.095,6.538,,,,,Xk,,,0.03,255,2460200.5,60200,2023-09-13.0,J2000,0.3112,1.008,0.695,5.36,124.31,235.57,282.83,1.32,0.9734,2460279.78,2023-12-01.2,370,1.01,0.0312,12.1,4.12,5.99,9.90E-09,8.80E-10,9.70E-09,2.10E-06,8.40E-06,8.40E-06,2.50E-06,1.20E-09,1.30E-09,2.60E-06,4.80E-07,APO,Otto Matic,8320,13-05-1999,21-02-2022,1186,15,0,0,0.40011
